YEAR,MONTH,PROVINCE,DISTRICT,TYPE OF LOCALITY,LATITUDE,LONGITUDE,SEX,AGE,CENSUS,CASES,DEATHS
2013,SEP,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.70081,29.33349,MALE,ADULT,424,2,0
2013,SEP,MIDLANDS,GWERU,COMMUNAL,-19.18884,29.31352,MALE,ADULT,1333,1,0
2013,SEP,MIDLANDS,GWERU,COMMUNAL,-19.34436,29.47642,ALL,ALL,1134,6,0
2013,SEP,MIDLANDS,KWEKWE,COMMERCIAL,-18.75634,29.8895,ALL,ADULT,1462,2,0
2013,SEP,MIDLANDS,KWEKWE,COMMUNAL,-18.93761,29.79395,ALL,ADULT,820,3,0
2013,SEP,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.52508,29.18353,ALL,ALL,1420,6,0
2013,SEP,MIDLANDS,GOKWE SOUTH,COMMUNAL,-17.73449,28.57047,ALL,ALL,2501,5,0
2013,SEP,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.2504,28.7237,MALE,ADULT,1490,1,0
2013,SEP,MIDLANDS,CHIRUMANZU,COMMUNAL,-18.9653,30.66643,ALL,ADULT,760,2,0
2013,SEP,MIDLANDS,GWERU,COMMUNAL,-19.25501,29.41321,MALE,ADULT,892,1,0
2013,SEP,MIDLANDS,GWERU,COMMUNAL,-19.25501,29.41321,FEMALE,ADULT,892,1,0
2013,SEP,MASVINGO,MWENEZI,COMMUNAL,211554.7,304031.8,ALL,ALL,51,3,0
2013,SEP,MASVINGO,MWENEZI,COMMUNAL,-21.41308,31.08177,ALL,ALL,1600,55,3
2013,SEP,MASVINGO,MWENEZI,COMMUNAL,211926.3,304023.5,ALL,ALL,1412,8,0
2013,SEP,MASVINGO,MWENEZI,COMMUNAL,211926.3,304023.5,MALE,ADULT,1412,1,0
2013,SEP,MASVINGO,MWENEZI,COMMUNAL,-21.3707661,30.52649053,ALL,ALL,8,3,0
2013,SEP,MASVINGO,MWENEZI,COMMUNAL,-21.181311,31.27438,ALL,ALL,1337,1,0
2013,SEP,MASVINGO,MASVINGO,COMMUNAL,#REF!,#REF!,MALE,ADULT,629,1,
2013,SEP,MASVINGO,CHIREDZI,COMMUNAL,31263040,2177030,ALL,ALL,,,
2013,SEP,MASVINGO,CHIREDZI,COMMUNAL,31263040,2177030,ALL,ALL,,10,0
2013,SEP,MASVINGO,CHIREDZI,COMMUNAL,-19.219822,30.40638597,ALL,ALL,1939,7,3
2013,SEP,MASVINGO,CHIREDZI,COMMUNAL,3105467,2054139,ALL,ALL,1776,23,0
2013,SEP,MASVINGO,BIKITA,COMMUNAL,-2034123,3181110,ALL,ALL,740,39,0
2013,SEP,MASVINGO,BIKITA,COMMUNAL,2026559,3172222,ALL,ALL,633,3,3
2013,SEP,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.99254999,27.77238586,MALE,JUVENILE,1168,1,0
2013,SEP,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.38250887,28.03552486,MALE,ADULT,2996,1,0
2013,SEP,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.99254999,27.77238586,MALE,ADULT,1174,1,0
2013,SEP,MATEBELELAND NORTH,BUBI,COMMUNAL,-19.46722222,28.52861111,ALL,ALL,5,3,0
2013,SEP,MATEBELELAND NORTH,BUBI,COMMUNAL,-19.46722222,28.52861111,ALL,ALL,2,4,0
2013,SEP,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.99254999,27.77238586,FEMALE,ADULT,,1,0
2013,SEP,MATEBELELAND NORTH,BUBI,COMMUNAL,-19.46722222,28.52861111,ALL,ALL,6,5,0
2013,SEP,MATEBELELAND NORTH,BUBI,COMMUNAL,-19.46722222,28.52861111,ALL,JUVENILE,,2,0
2013,SEP,MATABELELAND SOUTH,BEITBRIDGE,RESETTLEMENT,-21.7481,29.9158,ALL,ADULT,25,2,0
2013,OCT,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-22.1028,30.3464,ALL,ADULT,48,5,0
2013,OCT,MATABELELAND SOUTH,BULILIMA,COMMUNAL,-20.524,28.4053,ALL,ADULT,626,3,0
2013,OCT,MATABELELAND SOUTH,BULILIMA,COMMUNAL,-20.3975,28.2418,ALL,ALL,239,8,0
2013,OCT,MATABELELAND SOUTH,BULILIMA,COMMUNAL,-20.613,28.3522,ALL,ADULT,211,3,0
2013,OCT,MATABELELAND SOUTH,MANGWE,COMMUNAL,-21.3042,28.1578,ALL,ADULT,1746,2,0
2013,OCT,MATABELELAND SOUTH,MANGWE,COMMUNAL,-21.3042,28.1578,ALL,ADULT,1746,2,0
2013,OCT,MANICALAND,CHIMANIMANI,COMMUNAL,-17.64756,32.46869,ALL,ALL,17,3,0
2013,OCT,MANICALAND,CHIMANIMANI,COMMUNAL,-17.51657,32.5522,MALE,ADULT,7,1,0
2013,OCT,MANICALAND,CHIMANIMANI,COMMUNAL,-17.51657,32.5522,MALE,ADULT,10,2,0
2013,OCT,MANICALAND,MAKONI,COMMUNAL,-18.64201,32.09834,ALL,ADULT,24,2,0
2013,OCT,MANICALAND,MUTARE,COMMUNAL,-19.37788,32.53374,ALL,ADULT,889,2,0
2013,OCT,MASHONALAND WEST,CHEGUTU,COMMUNAL,-17.264,30.74357,ALL,ADULT,432,3,0
2013,OCT,MASHONALAND WEST,CHEGUTU,COMMUNAL,#REF!,#REF!,MALE,ADULT,654,1,0
2013,OCT,MASHONALAND CENTRAL,BINDURA,COMMUNAL,-17.0895,31.27707,MALE,ADULT,830,1,0
2013,OCT,MASHONALAND CENTRAL,CENTENARY,COMMUNAL,-16.40412,31.10063,ALL,ALL,2491,4,0
2013,OCT,MASHONALAND EAST,MUDZI,COMMUNAL,#REF!,#REF!,FEMALE,ADULT,7,1,0
2013,OCT,MASVINGO,MASVINGO,COMMUNAL,-20.62569685,30.85718053,MALE,ADULT,,5,
2013,OCT,MASVINGO,MASVINGO,COMMUNAL,-20.62569685,30.85718053,FEMALE,ADULT,1898,1,
2013,OCT,MASVINGO,MASVINGO,COMMUNAL,-20.38015291,30.72462382,FEMALE,ADULT,596,1,
2013,OCT,MASVINGO,MASVINGO,COMMUNAL,-20.38015291,30.72462382,MALE,ADULT,14,1,
2013,OCT,MASVINGO,MASVINGO,COMMUNAL,-18.07069656,32.23743197,MALE,ADULT,32,1,
2013,OCT,MASVINGO,MASVINGO,COMMUNAL,-18.07069656,32.23743197,ALL,ALL,132,10,
2013,OCT,MASVINGO,MASVINGO,COMMUNAL,-18.07069656,32.23743197,MALE,ADULT,8,1,
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-21.16239,31.5102,FEMALE,JUVENILE,1742,1,0
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-21.16239,31.5102,MALE,ADULT,1690,1,0
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-20.49037,31.18494,ALL,ALL,2630,4,0
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-20.15412,31.21968,ALL,ADULT,1157,2,0
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-20.4522,31.15222,FEMALE,ADULT,1973,7,0
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-20.49237,31.18494,ALL,ADULT,2263,3,1
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-20.49237,31.18494,ALL,ADULT,2004,2,2
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-20.5657,31.0853,FEMALE,ADULT,1886,3,0
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-20.55596,31.39582,ALL,ALL,1565,218,0
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,#REF!,#REF!,ALL,ALL,1285,3,0
2013,OCT,MASVINGO,BIKITA,COMMUNAL,-20.38559,31.88969,ALL,ALL,1123,46,2
2013,OCT,MASVINGO,BIKITA,RESETTLEMENT,-20.32368,31.70458,ALL,ALL,16,1,
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,-20.56577,31.0853,FEMALE,ADULT,1886,3,0
2013,OCT,MASVINGO,CHIREDZI,COMMUNAL,#REF!,#REF!,ALL,ALL,1285,3,0
2013,OCT,MASVINGO,MWENEZI,COMMUNAL,-21.24325,30.42018,ALL,ALL,15,11,0
2013,OCT,MASVINGO,MWENEZI,COMMUNAL,-21.24325,30.42018,MALE,ADULT,21,1,1
2013,OCT,MATEBELELAND NORTH,TSHOLOTSHO,COMMUNAL,-20.43775597,27.91929601,MALE,ADULT,7,1,0
2013,OCT,MATEBELELAND NORTH,HWANGE,COMMUNAL,-18.04717,26.242,FEMALE,ADULT,13,1,0
2013,OCT,MATEBELELAND NORTH,HWANGE,COMMUNAL,-18.04717,26.242,ALL,ADULT,3,2,0
2013,OCT,MATEBELELAND NORTH,HWANGE,COMMUNAL,-18.2125,26.49194444,ALL,ADULT,97,7,0
2013,OCT,MIDLANDS,KWEKWE,COMMUNAL,-19.02657,29.21425,FEMALE,JUVENILE,1416,1,0
2013,OCT,MIDLANDS,MBERENGWA,COMMUNAL,-20.92188,30.2228,MALE,ADULT,2279,3,0
2013,OCT,MIDLANDS,GOKWE SOUTH,COMMUNAL,-18.20861,28.99788,MALE,ADULT,1894,1,0
2013,OCT,MIDLANDS,GWERU,COMMERCIAL,-19.81518317,29.63853873,FEMALE,ADULT,12,1,0
2013,OCT,MIDLANDS,KWEKWE,COMMUNAL,-19.10046,29.9228,FEMALE,ADULT,1030,1,0
2013,OCT,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.4735,30.47353,MALE,ADULT,1716,1,0
2013,OCT,MIDLANDS,KWEKWE,COMMUNAL,-19.09562,30.14523,ALL,ALL,533,5,0
2013,OCT,MIDLANDS,GOKWE SOUTH,COMMUNAL,-18.14869,28.77596,ALL,ADULT,2077,2,0
2013,SEP,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.6069,29.97262,FEMALE,ADULT,35,1,0
2013,SEP,MASHONALAND WEST,ZVIMBA,COMMERCIAL,17.8999,30.30557,MALE,ADULT,613,4,0
2013,SEP,MASHONALAND WEST,ZVIMBA,COMMUNAL,17.259,30.33477,MALE,ADULT,702,3,0
2013,SEP,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.3496,30.35504,FEMALE,ADULT,9,1,0
2013,SEP,MASHONALAND WEST,ZVIMBA,COMMUNAL,-20.97752483,28.28615253,FEMALE,ADULT,15,1,0
2013,SEP,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.5833,30.27357,FEMALE,JUVENILE,762,2,0
2013,SEP,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.1764,29.99696,FEMALE,JUVENILE,788,1,0
2013,SEP,MASHONALAND WEST,HURUNGWE,COMMUNAL,-16.6837,29.44072,ALL,ADULT,1322,1,0
2013,SEP,MASHONALAND WEST,HURUNGWE,COMMUNAL,-16.3955,29.32286,FEMALE,ADULT,1521,1,1
2013,SEP,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.7574,30.45375,ALL,ALL,62,15,0
2013,SEP,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.2058,30.40979,ALL,ALL,596,2,0
2013,NOV,MASHONALAND CENTRAL,BINDURA,COMMUNAL,-16.92155,31.30715,FEMALE,ADULT,670,2,0
2013,NOV,MASHONALAND CENTRAL,BINDURA,COMMUNAL,-16.88481,31.28606,FEMALE,ADULT,995,1,0
2013,NOV,MASHONALAND CENTRAL,BINDURA,COMMUNAL,-17.03726,31.26995,FEMALE,ADULT,12,1,0
2013,NOV,MASHONALAND CENTRAL,BINDURA,RESETTLEMENT,-17.22554,31.26223,ALL,ADULT,30,2,0
2013,NOV,MASHONALAND CENTRAL,MAZOWE,COMMUNAL,-17.26444,31.14744,FEMALE,ADULT,1289,1,0
2013,NOV,MASHONALAND CENTRAL,MAZOWE,COMMUNAL,-17.33331,30.6929,ALL,ALL,121,3,0
2013,NOV,MASHONALAND CENTRAL,MAZOWE,COMMUNAL,-17.85219,30.69533,ALL,ALL,978,2,0
2013,NOV,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.73211,31.7855,ALL,ADULT,1324,2,0
2013,NOV,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.73211,31.7855,ALL,ADULT,1324,4,0
2013,NOV,MIDLANDS,CHIRUMANZU,COMMERCIAL,#REF!,#REF!,FEMALE,ADULT,25,1,0
2013,NOV,MIDLANDS,MBERENGWA,COMMUNAL,-20.72321,29.97919,MALE,ADULT,2243,1,0
2013,NOV,MIDLANDS,MBERENGWA,COMMUNAL,-20.92188,30.2228,ALL,ALL,2270,2,0
2013,NOV,MIDLANDS,GOKWE SOUTH,COMMUNAL,-18.18265,28.95725,MALE,JUVENILE,1613,1,0
2013,NOV,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.53112,29.39308,MALE,ADULT,1435,1,0
2013,NOV,MIDLANDS,GOKWE SOUTH,COMMERCIAL,-18.511,29.075,FEMALE,ADULT,58,3,0
2013,NOV,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.53543,29.10319,ALL,ADULT,1499,2,0
2013,NOV,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.01241,30.02164,FEMALE,ADULT,2117,1,0
2013,NOV,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.01241,30.02164,FEMALE,ADULT,2117,1,0
2013,NOV,MIDLANDS,GWERU,COMMUNAL,#REF!,#REF!,MALE,ADULT,846,1,0
2013,NOV,MIDLANDS,GWERU,COMMUNAL,-19.28875,29.38098,FEMALE,ADULT,934,1,0
2013,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.1327,30.7199,MALE,ADULT,887,1,0
2013,NOV,MIDLANDS,KWEKWE,COMMUNAL,-18.62364,29.42368,FEMALE,ADULT,2264,1,0
2013,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.1588,30.31121,MALE,ADULT,801,1,0
2013,NOV,MIDLANDS,KWEKWE,COMMERCIAL,-18.93761,29.79395,FEMALE,ADULT,820,1,0
2013,NOV,MIDLANDS,KWEKWE,COMMUNAL,-19.15148,29.25019,FEMALE,ADULT,1579,1,0
2013,NOV,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.28404,28.72879,MALE,ADULT,1460,2,0
2013,NOV,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.42957,28.28786,ALL,ADULT,1582,2,0
2013,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.279,30.186,FEMALE,ADULT,151,1,0
2013,NOV,MIDLANDS,SHURUGWI,COMMUNAL,-19.3795,30.22496,ALL,ALL,1325,4,0
2013,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-18.9998,30.68113,ALL,ALL,263,3,0
2013,NOV,MIDLANDS,MBERENGWA,COMMUNAL,-20.39439,30.28294,MALE,ADULT,1674,1,0
2013,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-18.9653,30.53436,ALL,ALL,1165,1,0
2013,NOV,MIDLANDS,GWERU,COMMUNAL,-19.25501,29.41321,ALL,ALL,868,2,0
2013,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.24613254,30.35182911,MALE,ADULT,701,1,0
2013,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.4795,30.26588,MALE,ADULT,972,1,0
2013,NOV,MATABELELAND SOUTH,INSIZA,COMMUNAL,-21.0969,29.5006,MALE,ADULT,26,1,0
2013,NOV,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.2692,29.5442,ALL,ALL,204,8,0
2013,NOV,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,22.1225,30.6338,MALE,JUVENILE,2012,1,0
2013,NOV,MATABELELAND SOUTH,MANGWE,COMMUNAL,-21.3042,28.1578,ALL,ALL,1610,3,0
2013,NOV,MATABELELAND SOUTH,BULILIMA,COMMUNAL,-20.524,28.4053,ALL,ALL,487,5,0
2013,NOV,MATABELELAND SOUTH,BULILIMA,COMMUNAL,-20.3975,28.2418,FEMALE,ALL,258,3,0
2013,NOV,MATEBELELAND NORTH,BINGA,COMMUNAL,#REF!,#REF!,MALE,ADULT,,1,0
2013,NOV,MASHONALAND EAST,CHIKOMBA,COMMUNAL,-19.13305,30.46558,FEMALE,ADULT,12,1,0
2013,NOV,MASHONALAND EAST,CHIKOMBA,COMMUNAL,-18.59179,30.42556,FEMALE,ADULT,30,1,0
2013,OCT,MASHONALAND EAST,CHIKOMBA,COMMUNAL,-18.57161,31.38178,ALL,ADULT,5,2,0
2013,NOV,MANICALAND,CHIMANIMANI,COMMUNAL,-17.938,32.45813,FEMALE,ADULT,11,1,0
2013,NOV,MANICALAND,CHIMANIMANI,COMMUNAL,-17.6004,32.50871,ALL,ALL,6,2,0
2013,NOV,MANICALAND,CHIMANIMANI,COMMUNAL,-17.64756,32.46869,MALE,JUVENILE,1,1,0
2013,NOV,MANICALAND,CHIMANIMANI,COMMUNAL,-17.56554,32.54314,FEMALE,ADULT,10,1,0
2013,NOV,MANICALAND,CHIMANIMANI,COMMUNAL,-17.51657,32.5522,MALE,ADULT,15,2,0
2013,NOV,MANICALAND,MUTARE,COMMUNAL,-19.31901,32.32793,MALE,ADULT,12,2,0
2013,NOV,MANICALAND,MUTARE,COMMUNAL,-19.44568,32.71668,ALL,ADULT,525,2,1
2013,NOV,MANICALAND,MUTARE,COMMUNAL,-19.37788,32.53742,ALL,ADULT,1015,4,0
2013,NOV,MASHONALAND WEST,HURUNGWE,COMMUNAL,-16.5666,29.41958,MALE,ADULT,1397,1,1
2013,NOV,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.1764,28.99696,FEMALE,ADULT,781,1,0
2013,NOV,MASHONALAND WEST,HURUNGWE,COMMUNAL,-16.674,29.49873,ALL,ALL,674,8,0
2013,NOV,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.2413,28.82282,FEMALE,ADULT,101,1,
2013,NOV,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.9005,30.34802,FEMALE,ADULT,453,2,0
2013,NOV,MASHONALAND WEST,ZVIMBA,COMMERCIAL,-17.264,30.74357,MALE,ADULT,13,1,0
2013,NOV,MASVINGO,CHIVI,COMMUNAL,-20.08255438,30.75948246,ALL,ALL,1536,2,1
2013,DEC,MASHONALAND EAST,CHIKOMBA,COMMUNAL,-19.06122,-31.13067,MALE,ADULT,10,1,0
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.938,32.45813,MALE,ADULT,6,1,0
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.91532,32.38105,FEMALE,ADULT,3,1,0
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.77723,32.72535,ALL,ALL,3,3,0
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.77723,32.72535,ALL,ALL,2,2,0
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.56554,32.54314,MALE,ADULT,10,1,0
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.51657,32.5522,MALE,ADULT,11,1,0
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.51657,32.5522,MALE,JUVENILE,13,1,0
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.51657,32.5522,ALL,ADULT,12,1,2
2013,DEC,MANICALAND,CHIMANIMANI,COMMUNAL,-17.51657,32.5522,MALE,ADULT,6,1,0
2013,DEC,MANICALAND,BUHERA,COMMUNAL,-19.49091,31.70329,MALE,ADULT,2240,1,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.68385,32.25013,FEMALE,ADULT,4,2,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.923,32.36091,ALL,ADULT,8,1,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.68383,32.25013,ALL,ADULT,2,1,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.68385,32.25013,FEMALE,ALL,7,1,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.923,32.3609,FEMALE,JUVENILE,5,1,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.68383,32.25013,ALL,ALL,3,1,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.23,32.3609,FEMALE,ALL,2,1,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.68385,32.25013,FEMALE,ALL,12,1,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.68385,32.2501,FEMALE,ALL,5,4,0
2013,DEC,MANICALAND,CHIPINGE,COMMUNAL,-20.68385,32.25013,ALL,ALL,4,1,0
2013,DEC,MANICALAND,MAKONI,COMMUNAL,-18.41629,32.36724,MALE,ADULT,12,2,0
2013,DEC,MANICALAND,MAKONI,COMMUNAL,-18.6255,32.26538,MALE,ADULT,14,1,0
2013,DEC,MANICALAND,MAKONI,COMMUNAL,-18.83551,32.07013,MALE,JUVENILE,28,4,0
2013,DEC,MANICALAND,MAKONI,COMMERCIAL,#REF!,#REF!,ALL,ALL,34,3,0
2013,DEC,MANICALAND,MAKONI,COMMUNAL,-18.10018,32.18902,ALL,ALL,13,2,0
2013,DEC,MANICALAND,MUTARE,COMMUNAL,-19.32795,32.32795,MALE,ADULT,12,2,0
2013,DEC,MANICALAND,NYANGA,COMMUNAL,-17.17463,32.74039,FEMALE,JUVENILE,9,1,0
2013,DEC,MASHONALAND CENTRAL,BINDURA,COMMUNAL,-16.88481,31.28606,MALE,ADULT,1001,1,0
2013,DEC,MASHONALAND CENTRAL,BINDURA,COMMUNAL,-17.25777,31.37303,ALL,ALL,1322,2,0
2013,DEC,MASHONALAND CENTRAL,CENTENARY,COMMUNAL,-16.35176,30.96004,ALL,ALL,2365,6,0
2013,DEC,MASHONALAND CENTRAL,MAZOWE,COMMUNAL,-16.94829,30.92028,MALE,ADULT,169,2,0
2013,DEC,MASHONALAND CENTRAL,MAZOWE,COMMUNAL,-17.16719,31.10113,FEMALE,ADULT,1791,1,0
2013,DEC,MASHONALAND CENTRAL,MBIRE,COMMUNAL,-16.03359,31.04518,FEMALE,ADULT,1817,1,0
2013,DEC,MASHONALAND CENTRAL,MBIRE,COMMUNAL,-16.17806,30.57692,ALL,ALL,3809,4,0
2013,DEC,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.49689,31.39866,ALL,ADULT,1972,2,0
2013,DEC,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.46622,31.74826,ALL,ADULT,3243,2,0
2013,DEC,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.55815,31.66584,ALL,ADULT,1496,5,0
2013,DEC,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.54642,31.71934,ALL,ADULT,1518,5,0
2013,DEC,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.82047,31.28312,FEMALE,ADULT,437,1,0
2013,DEC,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.20587,31.61079,MALE,ADULT,1992,1,0
2013,DEC,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.81548,31.45792,ALL,ALL,1722,28,0
2013,DEC,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.70643,31.73923,FEMALE,ADULT,1461,1,0
2013,DEC,MASHONALAND CENTRAL,RUSHINGA,COMMUNAL,-16.61496,32.50371,ALL,ADULT,2560,2,0
2013,DEC,MASHONALAND CENTRAL,RUSHINGA,COMMUNAL,-16.61558,32.30136,MALE,ADULT,2510,2,0
2013,DEC,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.1983,28.4944,FEMALE,ADULT,21,1,0
2013,DEC,MATABELELAND SOUTH,MATOBO,COMMUNAL,-20.9914,28.3092,MALE,ADULT,31,2,0
2013,DEC,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.1234,29.7256,ALL,ALL,1422,7,0
2013,DEC,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,#REF!,#REF!,ALL,ALL,68,3,0
2013,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.48,29.7397,MALE,ADULT,24,1,0
2013,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.384,29.4261,FEMALE,JUVENILE,3,1,0
2013,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-21.0969,29.5006,FEMALE,ADULT,12,2,0
2013,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-21.0969,29.5006,FEMALE,JUVENILE,2,1,0
2013,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-21.0969,29.5006,ALL,ADULT,5,3,2
2013,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.2722,29.6467,FEMALE,ADULT,21,2,0
2013,DEC,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.041,29.7078,ALL,ADULT,43,3,0
2013,DEC,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.99254999,27.77238586,FEMALE,ADULT,9,1,0
2013,DEC,MIDLANDS,GOKWE SOUTH,COMMUNAL,-18.03221,28.60124,ALL,ADULT,958,2,0
2013,DEC,MIDLANDS,MBERENGWA,COMMUNAL,-20.22321,29.97919,MALE,ADULT,2250,3,1
2013,DEC,MIDLANDS,GOKWE SOUTH,COMMUNAL,-18.34267,29.12043,MALE,ADULT,1821,2,0
2013,DEC,MIDLANDS,GWERU,COMMUNAL,-19.14121,30.09262,ALL,ALL,900,3,0
2013,DEC,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.53112,29.39308,ALL,ADULT,1439,3,0
2013,DEC,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.35158281,29.97393905,ALL,ADULT,1351,2,1
2013,DEC,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.35158281,29.97393905,FEMALE,ADULT,1349,1,0
2013,DEC,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.35158281,29.97393905,FEMALE,ADULT,1349,1,0
2013,DEC,MIDLANDS,GOKWE SOUTH,COMMUNAL,-18.26359,29.28383,MALE,ADULT,3688,1,0
2013,DEC,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.53543,29.10319,ALL,ALL,1517,5,0
2013,DEC,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.01241,-30.02164,ALL,ALL,5076,37,2
2013,DEC,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.36375,28.22471,ALL,ADULT,1878,2,0
2013,DEC,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.496355,28.65306,FEMALE,ADULT,1046,1,0
2013,DEC,MIDLANDS,KWEKWE,COMMUNAL,-18.27899069,29.70787168,MALE,ADULT,796,1,0
2013,DEC,MIDLANDS,GOKWE SOUTH,COMMUNAL,-18.46109,28.46214,ALL,ALL,2308,2,0
2013,DEC,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.32646,28.95483,FEMALE,ADULT,1818,1,0
2013,DEC,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.6333,28.50805,FEMALE,ADULT,1688,1,0
2013,DEC,MIDLANDS,GWERU,COMMUNAL,-19.28875,29.38098,MALE,ADULT,923,1,1
2013,DEC,MIDLANDS,GWERU,COMMUNAL,-19.28875,29.38098,MALE,ADULT,923,1,0
2013,DEC,MIDLANDS,GWERU,COMMUNAL,-19.28875,29.38098,MALE,ADULT,923,1,0
2013,DEC,MIDLANDS,GWERU,COMMUNAL,-19.28875,29.32656,ALL,ADULT,926,3,1
2013,DEC,MIDLANDS,GWERU,COMMUNAL,-19.28875,29.38098,MALE,ADULT,923,1,0
2013,DEC,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.067,29.54561,FEMALE,ADULT,1604,1,1
