YEAR,MONTH,PROVINCE,DISTRICT,TYPE OF LOCALITY,LATITUDE,LONGITUDE,SEX,AGE,CENSUS,CASES,DEATHS
2000,JUN,MANICALAND,MAKONI,COMMUNAL,-21.60572739,28.74655472,MALE,ADULT,500,2,0
2007,OCT,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.71098386,32.67732802,all,ADULT,38,2,0
2000,JUN,MANICALAND,CHIPINGE,COMMUNAL,-18.57884586,31.20148542,ALL,ADULT,2123,2,0
2000,JUN,MASHONALAND EAST,MARONDERA,COMMUNAL,-18.47067439,31.22817911,ALL,ALL,2500,18,0
2000,JUN,MATABELELAND SOUTH,MATOBO,COMMUNAL,-22.04851841,29.43683783,MALE,ADULT,32,1,0
2000,JUN,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-21.46569514,29.13759773,ALL,ADULT,3,3,0
2007,OCT,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-22.47424392,29.34510688,all,ALL,35,3,0
2000,JUN,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-18.51394015,32.33313166,ALL,ADULT,4,4,0
2000,JUN,MANICALAND,MAKONI,COMMUNAL,-20.25303338,28.49930045,MALE,ADULT,1,1,0
2000,JUN,MATEBELELAND NORTH,TSHOLOTSHO,COMMERCIAL,-20.61376995,28.57188264,ALL,ADULT,180,5,0
2007,OCT,MATABELELAND SOUTH,MATOBO,RESETTLEMENT,-21.4660624,29.10868101,all,ADULT,28,3,0
2007,OCT,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,all,ALL,19,2,0
2007,OCT,MATABELELAND SOUTH,INSIZA,COMMUNAL,-17.83683006,32.63103006,FEMALE,JUVENILE,16,1,0
2000,JUN,MANICALAND,NYANGA,COMMUNAL,-17.0007057,31.60127422,ALL,ADULT,200,17,2
2000,JUN,MASHONALAND WEST,KADOMA,RESETTLEMENT,-20.43184977,28.70322919,ALL,ALL,1909,4,0
2000,JUN,MATEBELELAND NORTH,TSHOLOTSHO,COMMERCIAL,-20.51883762,29.01568705,MALE,ADULT,800,6,0
2000,JUN,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-19.21967428,30.39597943,ALL,ADULT,25,4,0
2009,APR,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-20.31110533,29.01405625,MALE,ADULT,33,2,0
2000,JUN,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-19.21967428,30.39597943,ALL,ADULT,15,3,0
2009,APR,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-18.72180545,29.68645286,ALL,ADULT,9,2,0
2000,JUN,MASHONALAND WEST,KADOMA,RESETTLEMENT,-20.40374019,29.52964824,ALL,ALL,1691,2,0
2000,JUN,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-17.44562663,29.17489689,ALL,ALL,5,5,0
2007,MAR,MIDLANDS,GOKWE,COMMUNAL,-19.40458858,29.28447303,FEMALE,ADULT,12,1,0
2007,MAR,MIDLANDS,KWEKWE,COMMUNAL,-17.57472767,32.65417221,ALL,ALL,1845,35,0
2000,JUN,MANICALAND,NYANGA,COMMUNAL,-21.28473425,29.16390549,ALL,ADULT,100,1,0
2007,OCT,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-20.78003736,29.07781838,all,ADULT,40,2,0
2007,OCT,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.78003736,29.07781838,all,ALL,2224,7,0
2000,JUN,MASVINGO,MWENEZI,COMMUNAL,-17.36127699,31.47247045,MALE,ADULT,12,1,0
2000,JUL,MATEBELELAND NORTH,TSHOLOTSHO,COMMERCIAL,-20.24403926,29.32416696,ALL,ADULT,200,7,0
2007,OCT,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-19.97959689,28.75946804,FEMALE,ADULT,60,5,0
2009,AUG,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-21.46404432,29.26301843,ALL,ADULT,598,2,0
2009,AUG,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-21.27099404,30.49636534,FEMALE,ADULT,598,1,0
2007,OCT,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-21.27099404,30.49636534,MALE,ADULT,595,7,0
2007,NOV,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-19.29175226,29.61577208,FEMALE,ADULT,30,1,0
2000,JUL,MASVINGO,MWENEZI,COMMUNAL,-19.92301778,29.67372918,FEMALE,ADULT,10,1,0
2000,JUL,MASVINGO,MWENEZI,COMMUNAL,-20.34343828,28.4925083,FEMALE,ADULT,4,1,0
2007,MAR,MIDLANDS,GWERU,COMMUNAL,-20.61376995,28.57188264,FEMALE,ADULT,1087,1,0
2007,MAR,MIDLANDS,SHURUGWI,RESETTLEMENT,-18.46101394,29.60760903,ALL,ADULT,22,2,1
2007,NOV,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.53902181,29.05182051,all,ALL,18,7,2
2007,NOV,MATABELELAND SOUTH,MATOBO,RESETTLEMENT,-20.61376995,28.57188264,all,ALL,51,8,2
2000,JUL,MASHONALAND WEST,KADOMA,COMMUNAL,-19.88762408,32.32177568,ALL,ADULT,1063,9,0
2007,NOV,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-20.1865912,28.83644302,all,ALL,45,2,0
2007,NOV,MATABELELAND SOUTH,MATOBO,RESETTLEMENT,-19.00989409,30.25300962,all,ALL,65,8,2
2000,JUL,MANICALAND,BUHERA,COMMUNAL,-21.23831161,30.73956899,ALL,ALL,845,3,0
2000,JUL,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-21.60034307,30.79964669,MALE,ADULT,12,1,0
2007,MAR,MIDLANDS,SHURUGWI,COMMUNAL,-20.15511995,31.68443745,ALL,ADULT,1046,30,0
2000,JUL,MASVINGO,MWENEZI,COMMUNAL,-19.91371343,29.00897584,ALL,ALL,621,60,1
2000,JUL,MASVINGO,MWENEZI,COMMUNAL,-20.75989916,31.61203657,ALL,ALL,150,6,0
2007,MAR,MASVINGO,BIKITA,COMMERCIAL,-19.55152857,31.96002361,MALE,ADULT,1809,,0
2000,JUL,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-19.0301723,32.77006392,FEMALE,ADULT,12,2,0
2007,MAR,MASVINGO,BIKITA,COMMUNAL,-21.57489182,30.92753523,ALL,ADULT,1689,,0
2000,JUL,MANICALAND,BUHERA,COMMUNAL,-19.89296453,31.66746659,ALL,ALL,22,4,0
2000,JUL,MANICALAND,CHIMANIMANI,COMMUNAL,-18.63428038,30.51582424,MALE,ADULT,8,2,1
2000,JUL,MASVINGO,MWENEZI,COMMERCIAL,-19.43367915,31.89697061,FEMALE,ADULT,23,2,0
2000,JUL,MANICALAND,BUHERA,COMMUNAL,-19.98259794,29.2878386,FEMALE,ADULT,11,1,0
2000,JUL,MASHONALAND WEST,KADOMA,COMMUNAL,-17.49720498,31.52131504,ALL,ALL,1792,3,0
2000,JUL,MANICALAND,BUHERA,COMMUNAL,-19.43367915,31.89697061,ALL,ALL,33,2,0
2000,JUL,MATABELELAND SOUTH,INSIZA,COMMUNAL,-19.98259794,29.2878386,ALL,ADULT,1,1,0
2009,FEB,MIDLANDS,CHIRUMANZU,COMMUNAL,-20.51832977,29.05891642,ALL,ADULT,9,2,0
2009,FEB,MIDLANDS,CHIRUMANZU,COMMUNAL,-21.539258,29.03253847,FEMALE,ADULT,5,1,0
2000,JUL,MASVINGO,MWENEZI,COMMUNAL,-19.46970716,31.87769289,MALE,ADULT,5,2,0
2007,NOV,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-18.46824412,32.20262257,all,ADULT,18,3,0
2007,NOV,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-17.48399877,30.27411118,FEMALE,ADULT,72,1,0
2000,JUL,MANICALAND,BUHERA,COMMUNAL,-19.35470748,30.36625326,ALL,ALL,2250,8,0
2000,JUL,MANICALAND,MAKONI,RESETTLEMENT,-18.46824412,32.20262257,ALL,ADULT,48,8,0
2000,JUL,MASHONALAND EAST,MUTOKO,COMMERCIAL,-17.48399877,30.27411118,MALE,ADULT,91,1,0
2008,SEP,MIDLANDS,GWERU,RESETTLEMENT,-19.35470748,30.36625326,FEMALE,ADULT,1190,1,0
2007,NOV,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.06718835,29.01663976,FEMALE,ADULT,58,3,0
2000,JUL,MASHONALAND WEST,KADOMA,COMMUNAL,-18.16692867,30.70203603,ALL,ALL,2923,4,0
2007,NOV,MATABELELAND SOUTH,MATOBO,COMMUNAL,-20.88611134,28.42090788,FEMALE,ADULT,2,1,0
2000,JUL,MATEBELELAND NORTH,TSHOLOTSHO,COMMERCIAL,-20.07275076,28.44977172,FEMALE,ADULT,302,1,0
2007,NOV,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.24677938,28.50142029,all,ADULT,20,2,0
2000,JUL,MATEBELELAND NORTH,TSHOLOTSHO,COMMERCIAL,-20.1610517,28.68018268,MALE,ADULT,619,4,0
2007,NOV,MATABELELAND SOUTH,MATOBO,COMMUNAL,-20.9770566,28.34674421,FEMALE,ADULT,18,3,3
2007,NOV,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.24677938,28.50142029,FEMALE,ADULT,5,1,0
2007,NOV,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.51118689,29.11119383,all,ADULT,30,4,1
2009,MAY,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-19.35484487,30.37576452,FEMALE,JUVENILE,1190,2,0
2007,NOV,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.33235077,29.47007117,all,ADULT,1533,3,0
2000,JUL,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-22.06970073,30.19489015,ALL,ADULT,6,6,0
2000,JUL,MANICALAND,CHIMANIMANI,COMMUNAL,-19.86156081,32.70583356,FEMALE,ADULT,12,1,0
2009,SEP,MIDLANDS,CHIRUMANZU,COMMUNAL,#REF!,#REF!,FEMALE,ADULT,581,1,0
2007,DEC,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-20.35627276,29.01373165,all,ADULT,38,2,0
2000,JUL,MASHONALAND EAST,GOROMONZI,COMMUNAL,-18.0211922,31.49999379,MALE,ADULT,10,1,0
2007,DEC,MATABELELAND SOUTH,GWANDA,COMMUNAL,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,all,ADULT,16,2,0
2007,DEC,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.44284502,28.77459174,FEMALE,ADULT,6,1,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-17.54088421,28.66842613,MALE,ADULT,32,1,0
2000,JUL,MASVINGO,MWENEZI,COMMERCIAL,-21.4042372,31.00516017,MALE,ADULT,151,32,6
2007,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.69577899,29.31082761,FEMALE,ADULT,7,2,0
2007,DEC,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-20.33814447,29.01917503,all,ADULT,84,3,0
2007,DEC,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-20.07768302,29.59606956,all,ALL,900,5,0
2007,DEC,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.29410822,29.61592691,FEMALE,ALL,22,1,0
2007,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.29410822,29.61592691,FEMALE,ALL,9,1,0
2000,JUL,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.66750873,29.97620248,ALL,ADULT,16,3,0
2009,MAY,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-19.70268966,30.71856256,FEMALE,ADULT,1243,2,0
2007,APR,MIDLANDS,MBERENGWA,COMMERCIAL,-20.34254258,29.97467513,MALE,ADULT,887,7,0
2007,DEC,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.35830749,29.54899378,FEMALE,ADULT,10,1,0
2009,MAY,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-19.44468553,30.3438632,MALE,ADULT,1464,4,0
2009,AUG,MIDLANDS,CHIRUMANZU,COMMUNAL,-17.0067493,31.21809208,ALL,ADULT,11,2,0
2007,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.12272387,29.60350411,MALE,ALL,19,1,0
2007,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.12272387,29.60350411,MALE,ALL,19,1,0
2007,DEC,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.12272387,29.60350411,FEMALE,ALL,5,2,1
2009,SEP,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-22.34586954,30.00959547,ALL,ADULT,23,3,0
2009,OCT,MIDLANDS,CHIRUMANZU,COMMUNAL,-17.0067493,31.21809208,FEMALE,ADULT,23,1,0
2009,OCT,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.4795,30.26588,MALE,ADULT,16,1,0
2009,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-17.0067493,31.21809208,FEMALE,ADULT,6,1,0
2007,DEC,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-20.78003736,29.07781838,FEMALE,ADULT,5,1,0
2007,DEC,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.78003736,29.07781838,FEMALE,ADULT,4,2,1
2009,NOV,MIDLANDS,CHIRUMANZU,COMMUNAL,-21.24739105,28.43108836,MALE,ADULT,12,1,0
2000,AUG,MATABELELAND SOUTH,MATOBO,COMMUNAL,-20.12272387,29.60350411,ALL,ADULT,2,2,0
2007,DEC,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.12272387,29.60350411,FEMALE,ALL,13,2,1
2009,DEC,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-20.12272387,29.60350411,FEMALE,ADULT,14,1,0
2007,DEC,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-21.45435819,30.68904797,all,ALL,99,7,2
2000,AUG,MASVINGO,MWENEZI,COMMERCIAL,-21.37675352,30.97277985,MALE,ADULT,450,2,0
2007,APR,MASVINGO,CHIVI,RESETTLEMENT,-19.43738653,30.46482858,ALL,ALL,2148,,0
2007,APR,MASVINGO,GUTU,COMMUNAL,-20.14719348,29.77499212,ALL,ALL,2688,,0
2007,APR,MIDLANDS,MBERENGWA,RESETTLEMENT,-17.0067493,31.21809208,ALL,ALL,936,44,11
2007,APR,MIDLANDS,KWEKWE,COMMUNAL,-22.47424392,29.34510688,ALL,ADULT,5,2,0
2007,DEC,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-21.92216912,29.43273574,all,ADULT,77,17,0
2007,DEC,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-17.98433392,29.45514694,all,ALL,75,5,0
2000,AUG,MASHONALAND WEST,KADOMA,COMMERCIAL,-20.33235077,29.47007117,ALL,ALL,728,4,0
2007,DEC,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-17.34645311,29.1558618,all,ALL,1557,19,7
2000,AUG,MIDLANDS,GOKWE,COMMUNAL,-21.33505916,31.2837582,FEMALE,ADULT,36,1,0
2007,APR,MASVINGO,CHIREDZI,RESETTLEMENT,-20.12272387,29.60350411,ALL,ALL,739,,0
2007,DEC,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-17.15131332,31.21575033,FEMALE,ALL,15,2,1
2009,MAY,MIDLANDS,CHIRUMANZU,COMMUNAL,-20.76433848,28.87213078,FEMALE,ADULT,8,1,0
2007,DEC,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.76433848,28.87213078,FEMALE,ADULT,12,1,0
2009,SEP,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.1502,30.65283,FEMALE,ADULT,774,2,0
2009,OCT,MIDLANDS,CHIRUMANZU,COMMUNAL,-20.38822831,29.34747759,FEMALE,ADULT,580,3,0
2007,DEC,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.38822831,29.34747759,FEMALE,ADULT,15,5,1
2009,DEC,MIDLANDS,CHIRUMANZU,RESETTLEMENT,#REF!,#REF!,ALL,ALL,626,3,1
2007,DEC,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.35472124,30.36720439,FEMALE,ADULT,28,2,1
2007,APR,MIDLANDS,MVUMA,RESETTLEMENT,-19.0301723,32.77006392,FEMALE,ADULT,902,1,1
2000,AUG,MANICALAND,CHIMANIMANI,COMMUNAL,-20.21621054,29.97134687,ALL,ALL,10,3,0
2007,APR,MIDLANDS,ZVISHAVANE,COMMUNAL,-19.71499915,29.00747298,ALL,ADULT,7,4,2
2000,AUG,MATEBELELAND NORTH,BUBI,RESETTLEMENT,-18.64778956,29.11867252,MALE,ADULT,17,3,1
2000,AUG,MIDLANDS,KWEKWE,COMMUNAL,-17.60241691,28.86125307,ALL,ALL,1409,3,0
2010,APR,MATEBELELAND NORTH,LUPANE,COMMUNAL,-20.7438337,29.08404391,ALL,ALL,10,7,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-17.54048241,31.28453211,ALL,ADULT,17,2,0
2007,DEC,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.7438337,29.08404391,all,ADULT,17,4,1
2008,JAN,MATABELELAND SOUTH,BULILIMA,RESETTLEMENT,-21.21904473,30.65133341,FEMALE,ADULT,20,2,0
2011,MAR,MATEBELELAND NORTH,LUPANE,COMMUNAL,-19.15615463,32.49410808,MALE,JUVENILE,,1,0
2008,JAN,MATABELELAND SOUTH,MATOBO,COMMUNAL,#REF!,#REF!,all,ADULT,23,3,1
2011,APR,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.43071824,28.07569292,FEMALE,ADULT,18,1,0
2000,AUG,MANICALAND,CHIMANIMANI,COMMUNAL,-21.08773431,29.02724706,ALL,ADULT,20,1,0
2008,JAN,MATABELELAND SOUTH,BULILIMA,COMMERCIAL,-20.78409682,29.45430384,all,ADULT,45,4,0
2000,AUG,MANICALAND,MUTARE,COMMUNAL,-20.38822831,29.34747759,MALE,ADULT,6,2,0
2000,AUG,MASVINGO,MWENEZI,COMMERCIAL,-18.54218313,32.86355484,FEMALE,ADULT,20,7,2
2000,AUG,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.38822831,29.34747759,FEMALE,ADULT,25,1,0
2000,AUG,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-17.68911167,29.21458981,ALL,ADULT,20,3,0
2008,JAN,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.26480991,29.11019109,MALE,ADULT,2,1,1
2000,AUG,MANICALAND,MUTASA,COMMUNAL,-21.4660624,29.10868101,ALL,ADULT,550,6,0
2008,JAN,MATABELELAND SOUTH,INSIZA,COMMUNAL,-21.31356323,29.0245781,MALE,ADULT,2,2,1
2007,APR,MIDLANDS,GOKWE,COMMERCIAL,-17.68911167,29.21458981,MALE,ADULT,21,2,0
2008,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.26480991,29.11019109,all,ALL,7,4,1
2008,JAN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.4660624,29.10868101,all,ADULT,35,5,0
2008,JAN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.31356323,29.0245781,FEMALE,ADULT,16,5,0
2000,AUG,MANICALAND,MUTARE,RESETTLEMENT,-19.3631303,32.23740572,FEMALE,ADULT,742,2,0
2000,AUG,MANICALAND,MUTARE,RESETTLEMENT,-19.3631303,32.23740572,MALE,ADULT,742,1,0
2008,JAN,MATABELELAND SOUTH,MANGWE,COMMUNAL,-20.80833449,27.89852018,all,ALL,2687,24,0
2008,JAN,MATABELELAND SOUTH,MATOBO,RESETTLEMENT,-21.06587041,28.52750523,FEMALE,ADULT,21,5,3
2007,APR,MIDLANDS,MBERENGWA,RESETTLEMENT,-19.92176401,29.75576998,ALL,ALL,150,23,6
2008,JAN,MATABELELAND SOUTH,BULILIMA,RESETTLEMENT,#REF!,#REF!,FEMALE,ADULT,29,2,0
2007,APR,MIDLANDS,GWERU,COMMUNAL,-19.2565143,30.62173419,MALE,ADULT,20,1,0
2000,AUG,MASHONALAND CENTRAL,SHAMVA,RESETTLEMENT,-16.50437125,31.72107721,MALE,ADULT,12,1,0
2008,JAN,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.33235077,29.47007117,all,ALL,1515,197,34
2008,JAN,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-20.13917662,29.04053335,all,ADULT,20,2,2
2008,JAN,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.38822831,29.34747759,FEMALE,ADULT,12,1,0
2008,JAN,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.539258,29.03253847,FEMALE,ADULT,4,4,0
2008,JAN,MATABELELAND SOUTH,MANGWE,COMMUNAL,-21.42844265,28.38653852,all,ALL,2048,17,0
2008,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.66957716,29.24335196,MALE,ADULT,10,3,1
2007,APR,MIDLANDS,ZVISHAVANE,COMMUNAL,-19.88716608,30.34413979,ALL,ADULT,14,2,0
2008,JAN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.28473425,29.16390549,MALE,ADULT,22,4,0
2008,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.78003736,29.07781838,FEMALE,ADULT,6,1,0
2009,JUN,MIDLANDS,CHIRUMANZU,COMMUNAL,-18.17681885,28.21684315,FEMALE,ADULT,9,3,0
2000,AUG,MASVINGO,MWENEZI,COMMUNAL,-21.47738456,30.41183733,ALL,ADULT,4,2,0
2008,JAN,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.30373302,29.57584459,all,ALL,1526,29,9
2008,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.98840958,28.78162909,FEMALE,ADULT,10,1,0
2000,AUG,MANICALAND,BUHERA,COMMUNAL,-19.89296453,31.66746659,MALE,ADULT,20,1,0
2008,JAN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.53922268,29.03543369,FEMALE,ADULT,4,3,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-18.10521463,29.1668439,FEMALE,JUVENILE,5,1,0
2008,JAN,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.42340282,29.41689417,all,ALL,699,6,4
2008,JAN,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.77616278,29.37640703,all,ALL,14,4,3
2000,AUG,MANICALAND,BUHERA,COMMUNAL,-19.44272106,31.897843,ALL,ALL,45,3,0
2009,SEP,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-19.1558616,30.35422415,FEMALE,ADULT,15,1,0
2008,JAN,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.33595933,28.62572855,all,ALL,24,24,0
2008,JAN,MATABELELAND SOUTH,MATOBO,COMMERCIAL,#REF!,#REF!,all,ALL,348,6,1
2000,AUG,MANICALAND,MAKONI,COMMUNAL,-18.51394015,32.33313166,FEMALE,ADULT,3,2,0
2008,JAN,MATABELELAND SOUTH,MANGWE,COMMUNAL,-20.7078849,28.08222933,all,ALL,933,12,0
2007,APR,MIDLANDS,ZVISHAVANE,COMMUNAL,-19.88716608,30.34413979,ALL,ADULT,23,3,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-18.17772792,28.06369489,MALE,ADULT,6,1,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-17.27018007,28.61988766,FEMALE,ADULT,8,1,0
2009,JAN,MASVINGO,CHIVI,COMMUNAL,-20.27824756,30.53563892,ALL,ALL,5,5,0
2000,AUG,MANICALAND,BUHERA,COMMUNAL,-19.29252623,31.19381813,FEMALE,ADULT,7,8,7
2008,JAN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.59314117,29.05742006,FEMALE,ADULT,33,1,0
2009,JAN,MASVINGO,ZAKA,COMMUNAL,-20.75793639,31.38727649,FEMALE,ADULT,,2,0
2000,AUG,MANICALAND,MUTASA,COMMUNAL,-18.45180077,32.87214972,ALL,ADULT,1035,9,0
2000,AUG,MANICALAND,MUTARE,COMMUNAL,-19.26491575,32.62078422,ALL,ADULT,12,2,0
2009,JAN,MASVINGO,MWENEZI,COMMUNAL,-21.33482639,30.53867724,ALL,ALL,2188,12,0
2009,JAN,MASVINGO,MWENEZI,COMMUNAL,-21.64290016,30.61172336,ALL,ALL,2323,8,0
2008,JAN,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-20.44907881,28.78681562,MALE,ADULT,5,1,0
2008,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.20738672,28.83145933,FEMALE,ADULT,50,3,0
2008,JAN,MATABELELAND SOUTH,MATOBO,COMMERCIAL,-21.33595933,28.62572855,all,ALL,43,3,0
2008,JAN,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-21.9534466,30.26009411,all,ALL,12,1,0
2009,JAN,MASVINGO,CHIREDZI,COMMUNAL,-22.52720354,31.27229687,ALL,ALL,992,4,0
2010,MAR,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-18.17681885,28.21684315,FEMALE,ADULT,5,1,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-21.5121681,29.03215188,ALL,ALL,45,21,3
2008,JAN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-17.44663292,29.08079189,MALE,ADULT,15,1,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-21.24373052,28.81171553,FEMALE,ADULT,16,1,0
2008,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.56629058,28.80833533,all,ADULT,57,3,0
2010,MAR,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-18.61977922,29.19789961,FEMALE,ADULT,15,1,0
2000,SEP,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-19.65477379,30.51100443,ALL,ADULT,19,2,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-21.59314117,29.05742006,ALL,ADULT,21,2,0
2007,APR,MIDLANDS,MVUMA,RESETTLEMENT,-20.86197904,29.02329126,ALL,ADULT,1158,3,1
2008,JAN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-19.53297157,31.87912448,FEMALE,ADULT,16,1,0
2008,JAN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-18.88226323,31.86931358,FEMALE,ADULT,14,2,0
2000,SEP,MANICALAND,BUHERA,COMMUNAL,-20.33235077,29.47007117,ALL,ALL,2031,10,0
2000,SEP,MANICALAND,MAKONI,COMMUNAL,-20.0351916,29.40811898,FEMALE,ADULT,6,1,0
2000,SEP,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-21.0466808,31.35243524,ALL,ADULT,25,1,0
2008,JAN,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.33853906,30.33655515,all,ADULT,40,5,0
2009,JAN,MASVINGO,CHIREDZI,COMMUNAL,-17.34535595,28.2131252,ALL,ADULT,1458,5,0
2009,JAN,MASVINGO,CHIVI,COMMUNAL,-20.69940184,29.02295908,ALL,ALL,1264,261,0
2007,APR,MIDLANDS,GOKWE,COMMUNAL,-20.26480991,29.11019109,ALL,ALL,9,4,0
2008,JAN,MATABELELAND SOUTH,UMZINGWANE,COMMERCIAL,-20.54558123,29.04588628,FEMALE,ADULT,133,2,0
2008,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.44907881,28.78681562,FEMALE,ADULT,7,1,0
2008,JAN,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-17.61043994,32.45617351,all,ALL,35,4,0
2008,JAN,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-20.76742528,29.35512944,FEMALE,ADULT,5,2,0
